participant_id	sample_id	aliquot_id	tissue_type	file_name	file_format	file_size	file_hash_type	file_hash_value	sequencing_center	platform	experiment_strategy	primary_site	public.or.for.public	Bioassay_ID
single_pt	cer849	NA	Normal	200627670055_R05C01_Grn.idat	IDAT	13686979	MD5	98e5c7dde743d065bda6c411597130f7	CNMC	Illumina Infinium HumanMethylationEPIC	Methylation	Cerebellum	N	BA_1J6R453E
single_pt	cer849	NA	Normal	200627670055_R05C01_Red.idat	IDAT	13686979	MD5	98f80f97c9542faa4e8de2cc1c849117	CNMC	Illumina Infinium HumanMethylationEPIC	Methylation	Cerebellum	N	BA_1J6R453E
single_pt	cer855	NA	Normal	200627670055_R06C01_Grn.idat	IDAT	13686979	MD5	c7dac3554db1152132c4fdc3bcbcc7e6	CNMC	Illumina Infinium HumanMethylationEPIC	Methylation	Cerebellum	N	BA_QWYEWSP5
single_pt	cer855	NA	Normal	200627670055_R06C01_Red.idat	IDAT	13686979	MD5	a5740a3b5b3b15e1b1c8c5042b90a080	CNMC	Illumina Infinium HumanMethylationEPIC	Methylation	Cerebellum	N	BA_QWYEWSP5
single_pt	cer859	NA	Normal	200627670055_R07C01_Grn.idat	IDAT	13686979	MD5	1e39d1eaf7d5eb44065f9fd308053408	CNMC	Illumina Infinium HumanMethylationEPIC	Methylation	Cerebellum	N	BA_PNH9TZY7
single_pt	cer859	NA	Normal	200627670055_R07C01_Red.idat	IDAT	13686979	MD5	44caee38926438ea90f4c4e0f68aad6d	CNMC	Illumina Infinium HumanMethylationEPIC	Methylation	Cerebellum	N	BA_PNH9TZY7
single_pt	cer860	NA	Normal	200627670037_R04C01_Grn.idat	IDAT	13686997	MD5	bd64518c07b9a7475547767b9c67800f	CNMC	Illumina Infinium HumanMethylationEPIC	Methylation	Cerebellum	N	BA_PH1KDKQ0
single_pt	cer860	NA	Normal	200627670037_R04C01_Red.idat	IDAT	13686997	MD5	f4677116f6ec2511151bd1c10fdf8912	CNMC	Illumina Infinium HumanMethylationEPIC	Methylation	Cerebellum	N	BA_PH1KDKQ0
single_pt	cer865	NA	Normal	200627670037_R05C01_Grn.idat	IDAT	13686994	MD5	e790d4648058f14aa0ebe4e07d175658	CNMC	Illumina Infinium HumanMethylationEPIC	Methylation	Cerebellum	N	BA_SD12X29J
single_pt	cer865	NA	Normal	200627670037_R05C01_Red.idat	IDAT	13686994	MD5	75335c151db4ef2d635ac8c6a2dc6168	CNMC	Illumina Infinium HumanMethylationEPIC	Methylation	Cerebellum	N	BA_SD12X29J
single_pt	ND_CBL_sample_08_85	NA	Normal	GSM3944972_6057833008_R03C01_Grn.idat.gz	IDAT	4268611	MD5	f2e566c4482e93207a8d4902292eb9f2	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_FQJ7J579
single_pt	ND_CBL_sample_08_85	NA	Normal	GSM3944972_6057833008_R03C01_Red.idat.gz	IDAT	4247907	MD5	6848cf7490ac82adaec80663a915b23a	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_FQJ7J579
single_pt	ND_CBL_sample_97_53	NA	Normal	GSM3944973_6057833026_R06C02_Grn.idat.gz	IDAT	4264365	MD5	eb04aac5f99145ad3c45def5c905da35	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_8EN0X6GX
single_pt	ND_CBL_sample_97_53	NA	Normal	GSM3944973_6057833026_R06C02_Red.idat.gz	IDAT	4247183	MD5	cb8c519a5b3f2a4d5edab379ea97a1aa	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_8EN0X6GX
single_pt	ND_CBL_sample_97_02	NA	Normal	GSM3944974_6057833019_R01C02_Grn.idat.gz	IDAT	4178663	MD5	61c3223826c0a9ba08b9a4abae7d6245	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_F3G477A3
single_pt	ND_CBL_sample_97_02	NA	Normal	GSM3944974_6057833019_R01C02_Red.idat.gz	IDAT	4214131	MD5	7762ee9047f8976df3960586aec832ad	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_F3G477A3
single_pt	ND_CBL_sample_99_29	NA	Normal	GSM3944975_6057833019_R04C01_Grn.idat.gz	IDAT	4250305	MD5	0262899715ab8bbaa93ef060ffcbee2e	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_GCCP5Q2K
single_pt	ND_CBL_sample_99_29	NA	Normal	GSM3944975_6057833019_R04C01_Red.idat.gz	IDAT	4243178	MD5	2fa9016e399107fb58968e18674a1ee4	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_GCCP5Q2K
single_pt	ND_CBL_sample_92_14	NA	Normal	GSM3944976_6057833023_R06C01_Grn.idat.gz	IDAT	4270497	MD5	baa9a212982a4126d21ae9d17ea93546	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_88QA46Q1
single_pt	ND_CBL_sample_92_14	NA	Normal	GSM3944976_6057833023_R06C01_Red.idat.gz	IDAT	4255282	MD5	bce58ac3cd9adf8506b2c968b7e464b8	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_88QA46Q1
single_pt	ND_CBL_sample_96_39	NA	Normal	GSM3944977_6057833024_R05C01_Grn.idat.gz	IDAT	4260284	MD5	d296aef63f4ea9129a56d14264aeba09	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_5XQ39F49
single_pt	ND_CBL_sample_96_39	NA	Normal	GSM3944977_6057833024_R05C01_Red.idat.gz	IDAT	4268351	MD5	b55e57b47b6521a6c77764a544935eb6	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_5XQ39F49
single_pt	ND_CBL_sample_95_03	NA	Normal	GSM3944978_6057833024_R01C01_Grn.idat.gz	IDAT	4207484	MD5	a58e37f1ae2ae38ee0567599b05654f4	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_QK385AQQ
single_pt	ND_CBL_sample_95_03	NA	Normal	GSM3944978_6057833024_R01C01_Red.idat.gz	IDAT	4276693	MD5	1127f26d2ed85d0d70cdef754a5296e0	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_QK385AQQ
single_pt	ND_CBL_sample_06_61	NA	Normal	GSM3944979_6057833019_R02C01_Grn.idat.gz	IDAT	4198344	MD5	3e71ee3c510b699f7122cc812de424a4	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_ERTN2PJ3
single_pt	ND_CBL_sample_06_61	NA	Normal	GSM3944979_6057833019_R02C01_Red.idat.gz	IDAT	4217115	MD5	86d0f6a3f7635c7ff99bb6ea5b0e5e84	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_ERTN2PJ3
single_pt	ND_CBL_sample_06_03	NA	Normal	GSM3944980_6057833026_R06C01_Grn.idat.gz	IDAT	4268036	MD5	ddde837987a92d5b5160ffe8361abfd0	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_BKVZ4FAE
single_pt	ND_CBL_sample_06_03	NA	Normal	GSM3944980_6057833026_R06C01_Red.idat.gz	IDAT	4246276	MD5	3e645fea02bc78f0acbfae65a72584c9	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_BKVZ4FAE
single_pt	ND_CBL_sample_06_02	NA	Normal	GSM3944981_6057833029_R01C02_Grn.idat.gz	IDAT	4153558	MD5	0850621006b73f92bec26ecfb5b640db	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_AGY8Y84W
single_pt	ND_CBL_sample_06_02	NA	Normal	GSM3944981_6057833029_R01C02_Red.idat.gz	IDAT	4234402	MD5	42192b9d8b5dc5c03fef43e2adddc683	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_AGY8Y84W
single_pt	ND_CBL_sample_05_12	NA	Normal	GSM3944982_6057833008_R05C02_Grn.idat.gz	IDAT	4297714	MD5	c69dec38663427e370c4c2a587a02577	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_KEK08H9G
single_pt	ND_CBL_sample_05_12	NA	Normal	GSM3944982_6057833008_R05C02_Red.idat.gz	IDAT	4254601	MD5	8b617c24eb869d824fb2d39ce7cf03d3	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_KEK08H9G
single_pt	ND_CBL_sample_06_05	NA	Normal	GSM3944983_6057833008_R05C01_Grn.idat.gz	IDAT	4305220	MD5	9bce2d1ae94846b7a879d8404912e828	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_D8BB05FR
single_pt	ND_CBL_sample_06_05	NA	Normal	GSM3944983_6057833008_R05C01_Red.idat.gz	IDAT	4267682	MD5	e11f0652d38e7f90442996cc9266bc92	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_D8BB05FR
single_pt	ND_CBL_sample_04_52	NA	Normal	GSM3944984_6057833026_R05C02_Grn.idat.gz	IDAT	4269826	MD5	6b103fe96fccf2fad8fbbe3d1ee9a9c6	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_7XNEJSVK
single_pt	ND_CBL_sample_04_52	NA	Normal	GSM3944984_6057833026_R05C02_Red.idat.gz	IDAT	4255385	MD5	06280bc257bdb1806e6b4e70f503e128	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_7XNEJSVK
single_pt	ND_CBL_sample_04_62	NA	Normal	GSM3944985_6057833023_R04C01_Grn.idat.gz	IDAT	4273155	MD5	f8dde96ba51f4c76673a7e43c32c37f9	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_GMN1RGF5
single_pt	ND_CBL_sample_04_62	NA	Normal	GSM3944985_6057833023_R04C01_Red.idat.gz	IDAT	4259147	MD5	eb5911d072fafdebd6e9910a8230c74b	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_GMN1RGF5
single_pt	ND_CBL_sample_06_35	NA	Normal	GSM3944986_6057833077_R06C01_Grn.idat.gz	IDAT	4247729	MD5	175066cc3326ee0e52c788f7d2d0277c	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_7349PHK5
single_pt	ND_CBL_sample_06_35	NA	Normal	GSM3944986_6057833077_R06C01_Red.idat.gz	IDAT	4268866	MD5	391c3215736b85b523ba17ad7748989d	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_7349PHK5
single_pt	ND_CBL_sample_07_11	NA	Normal	GSM3944987_6057833024_R04C01_Grn.idat.gz	IDAT	4256377	MD5	7ed00997c22489f44dde47a6bce7a5bc	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_VVBAB05H
single_pt	ND_CBL_sample_07_11	NA	Normal	GSM3944987_6057833024_R04C01_Red.idat.gz	IDAT	4277352	MD5	29ab95e619ffde97b4b786bfb46c97aa	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_VVBAB05H
single_pt	ND_CBL_sample_08_23	NA	Normal	GSM3944988_6057833010_R02C01_Grn.idat.gz	IDAT	4219555	MD5	bef75b58946c4a16505b2b99a890a4b6	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_R2V3E5Z8
single_pt	ND_CBL_sample_08_23	NA	Normal	GSM3944988_6057833010_R02C01_Red.idat.gz	IDAT	4210194	MD5	7f9469ffe64b1573489e12d838ccef8d	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_R2V3E5Z8
single_pt	ND_CBL_sample_01_46	NA	Normal	GSM3944989_6057833019_R03C02_Grn.idat.gz	IDAT	4240099	MD5	9dd51fee361e4330ddf4e2f06f2d53f1	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_V3EYE85D
single_pt	ND_CBL_sample_01_46	NA	Normal	GSM3944989_6057833019_R03C02_Red.idat.gz	IDAT	4237252	MD5	097010cdb1ae8adfe8e4b3f0cdf0aaf6	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_V3EYE85D
single_pt	ND_CBL_sample_99_58	NA	Normal	GSM3944990_6057833026_R03C02_Grn.idat.gz	IDAT	4249533	MD5	aba36dd3dd70230e3b8d4f575c118daa	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_7GKFP4EP
single_pt	ND_CBL_sample_99_58	NA	Normal	GSM3944990_6057833026_R03C02_Red.idat.gz	IDAT	4237718	MD5	236b6aa42316bcae5e04df14371f52e9	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_7GKFP4EP
single_pt	ND_CBL_sample_00_03	NA	Normal	GSM3944991_6057833029_R01C01_Grn.idat.gz	IDAT	4144359	MD5	11a66e8e8c55dae29f3f8464507c840b	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_9JQ08GGD
single_pt	ND_CBL_sample_00_03	NA	Normal	GSM3944991_6057833029_R01C01_Red.idat.gz	IDAT	4212960	MD5	e575820896dc3e916638182df2a87af9	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_9JQ08GGD
single_pt	ND_CBL_sample_03_63	NA	Normal	GSM3944992_6057833029_R06C01_Grn.idat.gz	IDAT	4248029	MD5	e6f01e824f81d8738d65eae237a2f2d2	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_5PR1DKV9
single_pt	ND_CBL_sample_03_63	NA	Normal	GSM3944992_6057833029_R06C01_Red.idat.gz	IDAT	4273300	MD5	47eb70600cc80e573f0cb4cdf07d8827	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_5PR1DKV9
single_pt	ND_CBL_sample_95_30	NA	Normal	GSM3944993_6057833019_R06C02_Grn.idat.gz	IDAT	4248674	MD5	ff8fe590cf72f02d9e87c127ffe7163c	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_YPFJBRDN
single_pt	ND_CBL_sample_95_30	NA	Normal	GSM3944993_6057833019_R06C02_Red.idat.gz	IDAT	4218307	MD5	7a6b2c1543901714a8a11b92205c7a52	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_YPFJBRDN
single_pt	ND_CBL_sample_99_27	NA	Normal	GSM3944994_6042324090_R06C01_Grn.idat.gz	IDAT	4267042	MD5	3d1e9e9357d94c4ee177ee46aecdcd40	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_X3S0TR8K
single_pt	ND_CBL_sample_99_27	NA	Normal	GSM3944994_6042324090_R06C01_Red.idat.gz	IDAT	4255165	MD5	7de40dceacbe7eda6d7865e342430853	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_X3S0TR8K
single_pt	ND_CBL_sample_99_54	NA	Normal	GSM3944995_6042324108_R03C01_Grn.idat.gz	IDAT	4232275	MD5	fc89a7e72276c8ad2ddeddd500e426f4	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_KG0AYYDC
single_pt	ND_CBL_sample_99_54	NA	Normal	GSM3944995_6042324108_R03C01_Red.idat.gz	IDAT	4240327	MD5	4e9046b2daf3724d271f325be0bdb69e	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_KG0AYYDC
single_pt	ND_CBL_sample_99_22	NA	Normal	GSM3944996_6042324160_R06C02_Grn.idat.gz	IDAT	4305923	MD5	a7d7a8f7310f9be3a59ccfc744bca441	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_K1CSMTN8
single_pt	ND_CBL_sample_99_22	NA	Normal	GSM3944996_6042324160_R06C02_Red.idat.gz	IDAT	4286887	MD5	b893eb975f8c3939690556628e59815f	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_K1CSMTN8
single_pt	ND_CBL_sample_94_30	NA	Normal	GSM3944997_6042324134_R01C01_Grn.idat.gz	IDAT	4211682	MD5	6bd8b6b644a4588d655c7683376c1fd0	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_4ADSZYZY
single_pt	ND_CBL_sample_94_30	NA	Normal	GSM3944997_6042324134_R01C01_Red.idat.gz	IDAT	4248072	MD5	80dd3580bd2a25850d1e1aaa0c57af95	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_4ADSZYZY
single_pt	ND_CBL_sample_94_17	NA	Normal	GSM3944998_6042324090_R01C01_Grn.idat.gz	IDAT	4129196	MD5	f6dd194e7062e4e4588ceb82c0a93fc8	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_WFKJ35K0
single_pt	ND_CBL_sample_94_17	NA	Normal	GSM3944998_6042324090_R01C01_Red.idat.gz	IDAT	4189383	MD5	f26516567e75d02d618d5f521e777b0a	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_WFKJ35K0
single_pt	ND_CBL_sample_96_22	NA	Normal	GSM3944999_6042324139_R01C01_Grn.idat.gz	IDAT	4211001	MD5	0fdaa4dcd85e446dd74fd1439bbe9f6a	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_63E727CC
single_pt	ND_CBL_sample_96_22	NA	Normal	GSM3944999_6042324139_R01C01_Red.idat.gz	IDAT	4245692	MD5	26a6c985ea90386bea674839cf2c2dd0	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_63E727CC
single_pt	ND_CBL_sample_05_14	NA	Normal	GSM3945000_6042324160_R03C02_Grn.idat.gz	IDAT	4248594	MD5	1442cb6acff9c426463ea06e45ead7f0	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_A6A69CZD
single_pt	ND_CBL_sample_05_14	NA	Normal	GSM3945000_6042324160_R03C02_Red.idat.gz	IDAT	4237004	MD5	96ae2dd26190e84c3904c0cfcf054ae8	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_A6A69CZD
single_pt	ND_CBL_sample_05_18	NA	Normal	GSM3945001_6042324139_R03C01_Grn.idat.gz	IDAT	4276049	MD5	fb0106db73b5309d05ff9376cf89e39a	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_3HRTZK3X
single_pt	ND_CBL_sample_05_18	NA	Normal	GSM3945001_6042324139_R03C01_Red.idat.gz	IDAT	4290411	MD5	50cca67e3418def1b618b822a7b4d91c	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_3HRTZK3X
single_pt	ND_CBL_sample_06_15	NA	Normal	GSM3945002_6042324108_R01C02_Grn.idat.gz	IDAT	4133951	MD5	8036bd3257aa978c049be65c29da4891	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_6QFAK0B9
single_pt	ND_CBL_sample_06_15	NA	Normal	GSM3945002_6042324108_R01C02_Red.idat.gz	IDAT	4217017	MD5	dca341b1ef28f2606e294867bf72f31d	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_6QFAK0B9
single_pt	ND_CBL_sample_05_10	NA	Normal	GSM3945003_6042324160_R02C01_Grn.idat.gz	IDAT	4251120	MD5	9bf3e66f58a2b90a63e11355c2e4c6b7	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_PK0EXWDW
single_pt	ND_CBL_sample_05_10	NA	Normal	GSM3945003_6042324160_R02C01_Red.idat.gz	IDAT	4243261	MD5	bba2e1206b3ceef93df65d73a7759164	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_PK0EXWDW
single_pt	ND_CBL_sample_06_08	NA	Normal	GSM3945004_6042324166_R06C01_Grn.idat.gz	IDAT	4333411	MD5	f94e79ddda8fc91d35ec3bb96205c614	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_1ZJ3CX7C
single_pt	ND_CBL_sample_06_08	NA	Normal	GSM3945004_6042324166_R06C01_Red.idat.gz	IDAT	4281489	MD5	19407e72907193114994decde1acaa44	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_1ZJ3CX7C
single_pt	ND_CBL_sample_05_28	NA	Normal	GSM3945005_6042324160_R04C02_Grn.idat.gz	IDAT	4273082	MD5	6aaf5ae5fb1f74c51229c6af77d1f8ff	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_4PB1NNNX
single_pt	ND_CBL_sample_05_28	NA	Normal	GSM3945005_6042324160_R04C02_Red.idat.gz	IDAT	4261774	MD5	e9f7eeecbe6850170d8a0c834aee903e	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_4PB1NNNX
single_pt	ND_CBL_sample_08_44	NA	Normal	GSM3945006_6042324108_R05C02_Grn.idat.gz	IDAT	4250670	MD5	4d81c5ae7963aeb8e3ca5e8f8745da08	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_1P8AR64K
single_pt	ND_CBL_sample_08_44	NA	Normal	GSM3945006_6042324108_R05C02_Red.idat.gz	IDAT	4259830	MD5	24fd383355602dc756d86d1c08896b0c	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_1P8AR64K
single_pt	ND_CBL_sample_03_50	NA	Normal	GSM3945007_6042324134_R01C02_Grn.idat.gz	IDAT	4214006	MD5	3808cff292094f6bc6eda8c4179d2e86	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_7BTE58VC
single_pt	ND_CBL_sample_03_50	NA	Normal	GSM3945007_6042324134_R01C02_Red.idat.gz	IDAT	4244119	MD5	2a179e6477fedbe1be2acde7da34a832	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_7BTE58VC
single_pt	ND_CBL_sample_00_34	NA	Normal	GSM3945008_6042324160_R04C01_Grn.idat.gz	IDAT	4284230	MD5	e6ad02ed0fcf575203232a036eb5f730	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_5M86V6AK
single_pt	ND_CBL_sample_00_34	NA	Normal	GSM3945008_6042324160_R04C01_Red.idat.gz	IDAT	4257540	MD5	a5e8fc3654447b7965747c4a9d4b26aa	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_5M86V6AK
single_pt	ND_CBL_sample_01_31	NA	Normal	GSM3945009_6042324134_R03C01_Grn.idat.gz	IDAT	4262266	MD5	a423a04aad0dd40efc56c9f5f73e2b9c	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_0FATTZ1D
single_pt	ND_CBL_sample_01_31	NA	Normal	GSM3945009_6042324134_R03C01_Red.idat.gz	IDAT	4265838	MD5	7b9045e281a551eaa4724ad1db821344	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_0FATTZ1D
single_pt	ND_CBL_sample_00_38	NA	Normal	GSM3945010_6042324136_R03C02_Grn.idat.gz	IDAT	4249890	MD5	6b4b0942d72bf417b04f9570ead62694	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_AG79X43Q
single_pt	ND_CBL_sample_00_38	NA	Normal	GSM3945010_6042324136_R03C02_Red.idat.gz	IDAT	4250542	MD5	09077f9760f1c49d3d773b6a360f1fcf	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_AG79X43Q
single_pt	ND_CBL_sample_02_27	NA	Normal	GSM3945011_6042324134_R06C02_Grn.idat.gz	IDAT	4261306	MD5	3137567d17088fcc2b8d9867a2a8ecc7	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_J3CYXX2V
single_pt	ND_CBL_sample_02_27	NA	Normal	GSM3945011_6042324134_R06C02_Red.idat.gz	IDAT	4255294	MD5	4cab9da387aa424539fa65a47c7ae96b	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_J3CYXX2V
single_pt	ND_CBL_sample_03_26	NA	Normal	GSM3945012_6042324160_R03C01_Grn.idat.gz	IDAT	4264453	MD5	c1b65a73967735dd528639e613bf08bc	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_HJYPXT30
single_pt	ND_CBL_sample_03_26	NA	Normal	GSM3945012_6042324160_R03C01_Red.idat.gz	IDAT	4241034	MD5	91fa677cf6e7af558de20df0b078d582	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_HJYPXT30
single_pt	ND_CBL_sample_02_24	NA	Normal	GSM3945013_6042324139_R04C02_Grn.idat.gz	IDAT	4275395	MD5	f3cf8ccf62bf28e936ce7d7ee2cb0e88	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_J0KJFAD3
single_pt	ND_CBL_sample_02_24	NA	Normal	GSM3945013_6042324139_R04C02_Red.idat.gz	IDAT	4270508	MD5	44d45eb0b92d8f51efcb4c35fc859889	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_J0KJFAD3
single_pt	ND_CBL_sample_99_47	NA	Normal	GSM3945014_6042324139_R02C01_Grn.idat.gz	IDAT	4240542	MD5	6709370f9f6f550593ad2d2878de7a21	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_W10B64NK
single_pt	ND_CBL_sample_99_47	NA	Normal	GSM3945014_6042324139_R02C01_Red.idat.gz	IDAT	4253845	MD5	ab8509beac13873beac391ce7c8d9c24	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_W10B64NK
single_pt	ND_CBL_sample_95_36	NA	Normal	GSM3945015_6042324160_R01C01_Grn.idat.gz	IDAT	4186049	MD5	c509e8d24bbf9d50bf2766ed9d092a02	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_8WAZX5G5
single_pt	ND_CBL_sample_95_36	NA	Normal	GSM3945015_6042324160_R01C01_Red.idat.gz	IDAT	4186863	MD5	dd05bf7e34719aecea8e67ff516eb97f	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_8WAZX5G5
single_pt	ND_CBL_sample_95_27	NA	Normal	GSM3945016_6042324090_R05C02_Grn.idat.gz	IDAT	4259544	MD5	99efe7f12710703f312ae0f4eef1aac4	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_VX9NTQM7
single_pt	ND_CBL_sample_95_27	NA	Normal	GSM3945016_6042324090_R05C02_Red.idat.gz	IDAT	4253256	MD5	351117250d697f8331416959289b1e4a	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_VX9NTQM7
single_pt	ND_CBL_sample_95_38	NA	Normal	GSM3945017_6042324090_R03C02_Grn.idat.gz	IDAT	4214325	MD5	7d74ce784118b63c69ca85f3542f4266	Arizona State University	Illumina Infinium HumanMethylation450	Methylation	Cerebellum	Y	BA_3Q7AKPJ6
