Bioassay_ID	sentrix_id	dkfz_v12.8_superfamily	dkfz_v12.8_superfamily_maxscore	dkfz_v12.8_family	dkfz_v12.8_family_maxscore	dkfz_v12.8_class	dkfz_v12.8_class_maxscore	dkfz_v12.8_subclass	dkfz_v12.8_subclass_maxscore	NIH_v3.1_superfamily	NIH_v3.1_superfamily_meanscore	NIH_v3.1_class	NIH_v3.1_class_score	NIH_v3.1_subclass	NIH_v3.1_subclass_meanscore
BS_N6VK1ZRF	206390560077_R02C01	Ependymal Tumours	0.150532097	Subependymal Giant Cell Astrocytoma	0.12067557	Subependymal Giant Cell Astrocytoma	0.12067557	SEGA	0.12067557	Control tissues	0.116	Control tissue, reactive tumor microenvironment	0.105	CONTR REACT	0.105
BS_3MYH1TKQ	205624900117_R07C01	Diffuse Glioma, Mapk Altered, Cell-Cycle Activated	0.999911721	Pleomorphic Xanthoastrocytoma(-Like)	0.999911637	Pleomorphic Xanthoastrocytoma(-Like)	0.999911637	PXA	0.999911637	Intermediate-grade IDH-wildtype gliomas	0.987	Pleomorphic xanthoastrocytoma	0.986	PXA	0.986
BS_M35XE9YP	206390560159_R07C01	Inflammatory Microenvironment	0.984173115	Inflammatory Microenvironment	0.984173115	Inflammatory Microenvironment	0.984173115	INFLAM_ENV	0.984173115	Control tissues	0.847	Control tissue, inflammatory microenvironment	0.778	CONTR INFLAM	0.778
BS_060608PC	205624860003_R04C01	Cranial And Paraspinal Nerve Tumours	0.997629956	Schwann-Cell Tumours	0.969766281	Schwannoma	0.969634287	SCHW	0.969634287	Mesenchymal tumors	0.988	Schwannoma	0.435	SCHW	0.435
BS_8B8KDQJJ	205707900107_R03C01	Ependymal Tumours	0.192281094	Medulloblastoma Non-WNT/Non-SHH Activated	0.081583681	Posterior Fossa Ependymoma Group A1	0.056947223	EPN_ST_ZFTA_RELA_A	0.052702917	Mesenchymal tumors	0.987	Chondrosarcoma	0.761	CSA CC	0.455
BS_JTXHT7QJ	205707890145_R02C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999999653	Diffuse Glioma, MYB- Or MYBl1-Altered	0.999999644	Diffuse Glioma, MYB(L1)-Altered, Subtype A [Angiocentric Glioma-Type]	0.999999611	AG_MYB	0.999999611	Low-grade glial/glioneuronal tumors	0.989	Angiocentric glioma, MYB- or MYBL1-altered	0.988	AG MYB	0.988
BS_39DNBN15	205657380177_R02C01	Meningioma	0.999837496	Meningioma	0.999837496	Meningioma, Benign	0.999461539	MNG_BEN_3	0.997114675	Meningioma	0.988	Meningioma, benign	0.985	MNG BEN 3	0.952
BS_7J3TGDGX	206430120102_R03C01	Medulloblastoma	0.999988847	Medulloblastoma, SHH-Activated	0.99998603	Medulloblastoma, SHH-Activated, Subtype 1	0.999423128	MB_SHH_1	0.999423128	Medulloblastoma	0.99	Medulloblastoma, SHH-activated	0.988	MB SHH 1	0.987
BS_W2T8BBBG	205624660018_R02C01	Circumscribed Astrocytic Tumours	0.476676511	Subependymal Giant Cell Astrocytoma	0.474427482	Subependymal Giant Cell Astrocytoma	0.474427482	SEGA	0.474427482	Low-grade glial/glioneuronal tumors	0.988	Subependymal giant cell astrocytoma	0.984	SEGA	0.984
BS_5X9HJHRE	205624860118_R06C01	Neuroblastoma	0.243974045	Neuroblastoma	0.243974045	Neuroblastoma	0.243974045	NB_TMM_NEG	0.171113517	Mesenchymal tumors	0.484	Plexiform neurofibroma	0.257	NFIB PLEX	0.257
BS_TEBYP1A1	206390560103_R08C01	Adult-Type Diffuse Gliomas	0.149606484	Glioblastoma, IDH-Wildtype	0.13176386	Glioblastoma, IDH-Wildtype, Mesenchymal Type	0.127719622	GBM_MES_TYP	0.099721890999999993	Control tissues	0.787	Control tissue, reactive tumor microenvironment	0.532	CONTR REACT	0.532
BS_K7KZGT28	205624900161_R05C01	Adult-Type Diffuse Gliomas	0.601494044	Diffuse Glioma, IDH Mutant	0.558154015	Diffuse Glioma, IDH-Mutant And 1p19q Retained [Astroglial Type]	0.448043568	A_IDH_HG	0.367493543	Diffuse glioma, IDH-mutant	0.962	Astrocytoma, IDH-mutant, high-grade	0.956	A IDH HG	0.956
BS_XK4YDR2S	205648310089_R03C01	Control Tissues	0.864829838	Control Tissue, Reactive Tumour Microenvironment	0.864646727	Control Tissue, Reactive Tumour Microenvironment	0.864646727	CTRL_REACTIVE	0.864646727	Control tissues	0.524	Control tissue, reactive tumor microenvironment	0.487	CONTR REACT	0.487
BS_MXPABYCG	206402350072_R03C01	Choroid Plexus Tumours	0.953660264	Choroid Plexus Tumours	0.953660264	Choroid Plexus Tumours Subtype B	0.880222205	CPT_PED_B	0.878994677	Choroid plexus tumors	0.982	Choroid plexus carcinoma	0.979	CPC PED	0.979
BS_ZV6WRYM6	205707890087_R04C01	Ependymal Tumours	0.999428107	Spinal Ependymoma (myxopapillary-enriched)	0.999161694	Spinal Ependymoma (myxopapillary-enriched)	0.999161694	EPN_MPE	0.999161694	Ependymal tumors	0.989	Myxopapillary ependymoma	0.986	EPN MPE A	0.986
BS_SWJRXYQ1	206402350048_R03C01	Control Tissues	0.227407508	Control Brain Tissues	0.225596569	Control Tissue, White Matter (Corpus Callosum)	0.095850955	CTRL_CORPCAL	0.095850955	Control tissues	0.652	Control tissue, optic pathway	0.318	CONTR OPTIC	0.318
BS_RN1EKSFQ	207211180095_R06C01	Other CNS Embryonal Tumours	0.999984317	Atypical Teratoid Rhabdoid Tumour	0.974541426	Atypical Teratoid Rhabdoid Tumour, Tyrosinase Activated	0.974539884	ATRT_TYR	0.974539884	SMARC-altered tumors	0.987	Atypical teratoid/rhabdoid tumor	0.987	ATRT TYR	0.984
BS_XPZXMMEG	205624900022_R08C01	Inflammatory Microenvironment	0.999373443	Inflammatory Microenvironment	0.999373443	Inflammatory Microenvironment	0.999373443	INFLAM_ENV	0.999373443	Control tissues	0.985	Control tissue, inflammatory microenvironment	0.969	CONTR INFLAM	0.969
BS_ENCVX9ZP	205624900053_R04C01	Medulloblastoma	0.999926321	Medulloblastoma Non-WNT/Non-SHH Activated	0.999918221	Medulloblastoma Group 4	0.999911641	MB_G34_VIII	0.999854858	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VIII	0.989
BS_AYRXWKQV	206390560189_R01C01	Paediatric-Type Diffuse High-Grade Gliomas	0.364341896	Paediatric-Type Diffuse High-Grade Gliomas	0.332059277	Diffuse Paediatric-Type High Grade Glioma, MYCN Subtype	0.172790231	pedHGG_MYCN	0.172790231	Glioblastoma, IDH-wildtype	0.939	Glioblastoma, IDH-wildtype	0.939	GBM RTK2	0.934
BS_NSFXSJ4R	206402350011_R08C01	Medulloblastoma	0.999778236	Medulloblastoma, WNT Activated	0.999472934	Medulloblastoma, WNT Activated	0.999472934	MB_WNT	0.999472934	Medulloblastoma	0.99	Medulloblastoma, WNT-activated	0.988	MB WNT	0.988
BS_ZH2V8YQH	205707900078_R05C01	Ependymal Tumours	0.99896651	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.998460757	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.99283088	EPN_ST_ZFTA_RELA_A	0.992816492	Ependymal tumors	0.988	Supratentorial ependymoma, ZFTA fusion-positive	0.979	EPN ST ZFTA RELA	0.979
BS_BJ9ACB1Q	205566000176_R03C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999946528	Diffuse Midline Glioma, H3k27-Altered	0.999945886	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999945773	DMG_K27	0.999945773	Diffuse midline glioma, H3 K27-altered	0.985	Diffuse midline glioma, H3 K27-altered	0.985	DMG K27	0.985
BS_3MYV7P2R	206390560077_R08C01	Medulloblastoma	0.999823049	Medulloblastoma Non-WNT/Non-SHH Activated	0.999792681	Medulloblastoma Group 4	0.999284507	MB_G34_VII	0.998058796	Medulloblastoma	0.99	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VII	0.988
BS_DXCHRCF6	206390560073_R01C01	Tumours Of The Sellar Region	0.175008469	Craniopharyngioma	0.156251174	Papillary Craniopharyngioma	0.153112666	CPH_PAP	0.153112666	Epithelial tumors	0.493	Papillary craniopharyngioma	0.162	CPH PAP	0.162
BS_3F3XBXZ4	205707900137_R07C01	Medulloblastoma	0.99999037	Medullomyoblastoma	0.9876645	Medullomyoblastoma	0.9876645	MB_MYO	0.9876645	Medulloblastoma	0.99	Medullomyoblastoma	0.983	MB MYO	0.983
BS_HA2G3RSW	206430120135_R04C01	Choroid Plexus Tumours	0.993289103	Choroid Plexus Tumours	0.993289103	Choroid Plexus Tumours Subtype B	0.992607592	CPT_PED_B	0.992527817	Choroid plexus tumors	0.985	Choroid plexus carcinoma	0.984	CPC PED	0.984
BS_0K182R15	205624860106_R04C01	Tumours Of The Sellar Region	0.99999921	PitNET	0.999999202	PitNET, ACTH-Subtype	0.999999111	PITNET_ACTH	0.999999111	Neuroendocrine tumors	0.987	Pituitary adenoma / pituitary neuroendocrine tumor	0.986	PITAD ACTH	0.984
BS_FPDWC63C	205676380026_R07C01	Tumours Of The Sellar Region	0.542724489	Craniopharyngioma	0.528531247	Papillary Craniopharyngioma	0.406066064	CPH_PAP	0.406066064	Epithelial tumors	0.964	Papillary craniopharyngioma	0.611	CPH PAP	0.611
BS_H4C3T2MM	206402350054_R08C01	Meningioma	0.973877807	Meningioma	0.973877807	Meningioma, Benign	0.870963618	MNG_BEN_1	0.756039395	Meningioma	0.987	Meningioma, intermediate	0.671	MNG INT A	0.666
BS_XC11GCHB	205567980088_R04C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.896144511	Pilocytic Astrocytoma	0.879888908	Supratentorial Midline Pilocytic Astrocytoma	0.871535504	PA_MID	0.871535504	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.986	PA MID	0.983
BS_V6MCRDCB	205624900117_R08C01	Paediatric-Type Diffuse High-Grade Gliomas	0.908535358	Paediatric-Type Diffuse High-Grade Gliomas	0.907972989	Diffuse Paediatric-Type High Grade Glioma, RTK1 Subtype	0.907759782	pedHGG_RTK1C	0.885953854	Pediatric-type high-grade gliomas	0.986	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.984	pedHGG RTK1C	0.983
BS_JZDRVWSA	207356840128_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.99999138	Diffuse Midline Glioma, H3k27-Altered	0.99999137	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999991368	DMG_K27	0.999991368	Diffuse midline glioma, H3 K27-altered	0.986	Diffuse midline glioma, H3 K27-altered	0.986	DMG K27	0.986
BS_Q5PQA328	205657380177_R03C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999625844	Pilocytic Astrocytoma	0.999045801	Infratentorial Pilocytic Astrocytoma	0.995759465	PA_INF	0.995759465	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA PF TYP	0.988
BS_B47HW960	205122170009_R02C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999892536	Pilocytic Astrocytoma	0.999842823	Infratentorial Pilocytic Astrocytoma	0.994553202	PA_INF	0.994553202	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.988	PA PF TYP	0.988
BS_ZW5K42J8	207356840127_R07C01	Inflammatory Microenvironment	0.999192135	Inflammatory Microenvironment	0.999192135	Inflammatory Microenvironment	0.999192135	INFLAM_ENV	0.999192135	Control tissues	0.983	Control tissue, inflammatory microenvironment	0.965	CONTR INFLAM	0.965
BS_TMEH787Y	205676390015_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999810872	Diffuse Midline Glioma, H3k27-Altered	0.999809535	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999809523	DMG_K27	0.999809523	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.987
BS_KTBPR8X2	206390560034_R06C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999946483	Diffuse Midline Glioma, H3k27-Altered	0.999946414	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999946412	DMG_K27	0.999946412	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.987
BS_3H5H8EJ6	205707890151_R02C01	Ependymal Tumours	0.999782045	Posterior Fossa Ependymoma Group A	0.999754064	Posterior Fossa Ependymoma Group A1	0.999703744	EPN_PFA_1F	0.998777559	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.987	EPN PFA 1F	0.986
BS_6AS03QVQ	205624900161_R06C01	Adult-Type Diffuse Gliomas	0.999684231	Diffuse Glioma, IDH Mutant	0.999667749	Diffuse Glioma, IDH-Mutant And 1p19q Retained [Astroglial Type]	0.998415539	A_IDH_LG	0.996850917	Diffuse glioma, IDH-mutant	0.988	Astrocytoma, IDH-mutant, lower-grade	0.986	A IDH LG	0.986
BS_SQ4BXSZS	206430120148_R04C01	Ependymal Tumours	0.998213392	Posterior Fossa Ependymoma Group A	0.997917188	Posterior Fossa Ependymoma Group A1	0.996514708	EPN_PFA_1D	0.583869355	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.903	EPN PFA 1D	0.741
BS_WV897Z15	206402350021_R04C01	Meningioma	0.984289506	Meningioma	0.984289506	Meningioma, Benign	0.975210733	MNG_BEN_3	0.766938408	Meningioma	0.987	Meningioma, benign	0.977	MNG BEN 2	0.929
BS_2EJCW07F	205624900173_R07C01	Paediatric-Type Diffuse High-Grade Gliomas	0.890280024	Diffuse Midline Glioma, H3k27-Altered	0.88291572	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.882678205	DMG_K27	0.882678205	Diffuse midline glioma, H3 K27-altered	0.985	Diffuse midline glioma, H3 K27-altered	0.985	DMG K27	0.985
BS_BSGFQJ2X	206390560073_R04C01	Tumours Of The Sellar Region	0.982763706	Craniopharyngioma	0.982268045	Papillary Craniopharyngioma	0.976143497	CPH_PAP	0.976143497	Epithelial tumors	0.968	Papillary craniopharyngioma	0.915	CPH PAP	0.915
BS_K2D8KT1S	206390560034_R02C01	Paediatric-Type Diffuse High-Grade Gliomas	0.783831892	Diffuse Midline Glioma, H3k27-Altered	0.747103863	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.747045681	DMG_K27	0.747045681	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.987
BS_AJS9XPEA	205982900173_R02C01	Paediatric-Type Diffuse High-Grade Gliomas	0.88777895	Paediatric-Type Diffuse High-Grade Gliomas	0.886650321	Diffuse Hemispheric Glioma, H3 G34-Mutant	0.870141542	DHG_G34	0.870141542	Pediatric-type high-grade gliomas	0.986	Diffuse hemispheric glioma, H3 G34-mutant	0.983	DHG G34	0.983
BS_HNY2ZZMR	205676390057_R03C01	Ependymal Tumours	0.999554481	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.999548556	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.999434601	EPN_ST_ZFTA_FUS_E	0.999141769	Ependymal tumors	0.988	Supratentorial ependymoma, ZFTA fusion-positive	0.879	EPN ST ZFTA RELA	0.845
BS_CXAN4X6K	206390560083_R08C01	Cranial And Paraspinal Nerve Tumours	0.999374916	Schwann-Cell Tumours	0.999354162	Schwannoma	0.994066949	SCHW	0.994066949	Mesenchymal tumors	0.989	Schwannoma	0.987	SCHW	0.987
BS_PW3DRNZV	205624880007_R07C01	Ependymal Tumours	0.998167137	Spinal Ependymoma	0.997066458	Spinal Ependymoma	0.997042262	EPN_SPINE	0.997042262	Ependymal tumors	0.989	Spinal ependymoma	0.986	EPN SPINE	0.986
BS_JS8KW2QY	205567990072_R04C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.478304858	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.268609715	Ganglioglioma	0.158108449	GG	0.158108449	Low-grade glial/glioneuronal tumors	0.981	Ganglioglioma	0.955	GG	0.955
BS_W85M8H89	205657380102_R01C01	Ependymal Tumours	0.999999036	Spinal Ependymoma (myxopapillary-enriched)	0.999998609	Spinal Ependymoma (myxopapillary-enriched)	0.999998609	EPN_MPE	0.999998609	Ependymal tumors	0.989	Myxopapillary ependymoma	0.988	EPN MPE A	0.987
BS_EASG28WT	206390560189_R02C01	Neuroblastoma	0.387768548	Neuroblastoma	0.387768548	Neuroblastoma	0.387768548	NB_TMM_NEG	0.387578628	Control tissues	0.21	Control tissue, inflammatory microenvironment	0.203	CONTR INFLAM	0.203
BS_X6SA27PZ	206430120136_R04C01	Control Tissues	0.999977291	Control Brain Tissues	0.999977291	Control Tissue, Cerebellar Hemisphere	0.999977291	CTRL_CBM	0.999977291	Control tissues	0.954	Control tissue, cerebellum	0.929	CONTR CEBM	0.929
BS_1GB1R07D	205624900053_R03C01	Medulloblastoma	0.999763731	Medulloblastoma, SHH-Activated	0.999714864	Medulloblastoma, SHH-Activated, Subtype 4	0.967265875	MB_SHH_4	0.967265875	Medulloblastoma	0.99	Medulloblastoma, SHH-activated	0.988	MB SHH 4	0.988
BS_D6HWJ3H8	206402350095_R03C01	High-Grade Neuroepithelial Tumour With MN1:BEND2 Fusion	0.99925494	High-Grade Neuroepithelial Tumour With MN1:BEND2 Fusion	0.99925494	High-Grade Neuroepithelial Tumour With MN1:BEND2 Fusion	0.99925494	ABM_MN1	0.99925494	Intermediate-grade IDH-wildtype gliomas	0.986	Astroblastoma, MN1-altered	0.983	AB MN1 BEND2	0.983
BS_7N0Y7G6V	206390560130_R01C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999920301	Low-Grade Glioneuronal Tumour	0.999876467	Dysembryoplastic Neuroepithelial Tumour	0.986187074	DNET	0.986187074	Low-grade glial/glioneuronal tumors	0.99	Dysembryoplastic neuroepithelial tumor	0.986	DNT	0.986
BS_GP63V11W	209890280148_R07C01	Other CNS Embryonal Tumours	0.999643451	Embryonal Tumour With Multilayered Rosettes	0.999620687	Embryonal Tumour With Multilayered Rosettes-Like	0.995451429	ETMR_Atyp	0.995451429	Neuroblastic embryonal tumors	0.973	Embryonal tumor with multilayered rosettes	0.971	ETMR non-C19MC	0.97
BS_YVWA1G4P	206402350046_R08C01	Paediatric-Type Diffuse High-Grade Gliomas	0.994640348	Diffuse Midline Glioma, H3k27-Altered	0.994462176	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.994461124	DMG_K27	0.994461124	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.987
BS_R89BGWWW	207356850144_R05C01	Adult-Type Diffuse Gliomas	0.99995517	Diffuse Glioma, IDH Mutant	0.999953416	Diffuse Glioma, IDH-Mutant And 1p19q Retained [Astroglial Type]	0.999398704	A_IDH_LG	0.999390472	Diffuse glioma, IDH-mutant	0.988	Astrocytoma, IDH-mutant, lower-grade	0.987	A IDH LG	0.987
BS_RZVGJ4WC	205676390173_R01C01	Ependymal Tumours	0.995093016	Posterior Fossa Ependymoma Group A	0.993978485	Posterior Fossa Ependymoma Group A2	0.986707893	EPN_PFA_2A	0.960109711	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.988	EPN PFA 2A	0.987
BS_Y936MGD8	206390560159_R04C01	Other CNS Embryonal Tumours	0.999854549	Atypical Teratoid Rhabdoid Tumour	0.999845969	Atypical Teratoid Rhabdoid Tumour, SHH Activated	0.99981981	ATRT_SHH	0.99981981	SMARC-altered tumors	0.986	Atypical teratoid/rhabdoid tumor	0.986	ATRT SHH	0.985
BS_NJTKA8YR	205624860137_R04C01	Adult-Type Diffuse Gliomas	0.999999973	Diffuse High-Grade Neuroepithelial Tumour [Adult-Type]	0.999999973	Diffuse High-Grade Neuroepithelial Tumour [Adult-Type, Non-Defined Type E]	0.999998468	HGG_E	0.999998468	Intermediate-grade IDH-wildtype gliomas	0.986	Diffuse high-grade glioma, IDH-wildtype, subtype E	0.985	HGG E	0.985
BS_2BE8D4AP	205122170051_R05C01	Ependymal Tumours	0.871729792	Posterior Fossa Ependymoma Group A	0.822317413	Posterior Fossa Ependymoma Group A1	0.801731625	EPN_PFA_1E	0.496819487	Ependymal tumors	0.963	Posterior fossa group A (PFA) ependymoma	0.467	EPN PFA 1A	0.137
BS_A4771SDM	205707900107_R01C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999999621	Pilocytic Astrocytoma	0.999996368	Infratentorial Pilocytic Astrocytoma	0.999996062	PA_INF	0.999996062	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.989	PA PF TYP	0.988
BS_NDRFGYY3	205589730018_R01C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999996818	Pilocytic Astrocytoma	0.999994124	Infratentorial Pilocytic Astrocytoma	0.999980072	PA_INF	0.999980072	Low-grade glial/glioneuronal tumors	0.99	Pilocytic astrocytoma	0.989	PA PF TYP	0.988
BS_GJ1QCK83	207211180095_R07C01	Other CNS Embryonal Tumours	0.999999992	Atypical Teratoid Rhabdoid Tumour	0.999999985	Atypical Teratoid Rhabdoid Tumour, SHH Activated	0.999999683	ATRT_SHH	0.999999683	SMARC-altered tumors	0.987	Atypical teratoid/rhabdoid tumor	0.987	ATRT SHH	0.986
BS_7NSYZP4E	209890280173_R01C01	Paediatric-Type Diffuse High-Grade Gliomas	0.987921008	Diffuse Midline Glioma, H3k27-Altered	0.984790602	Diffuse Midline Glioma, H3 K27-Altered, Subtype EGFR-Altered	0.978831427	DMG_EGFR	0.978831427	Diffuse midline glioma, H3 K27-altered	0.896	Diffuse midline glioma, H3 K27-altered	0.896	DMG EGFR	0.894
BS_QZQY9X9X	205982900173_R07C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.998817395	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.993671412	Supratentorial Pilocytic Astrocytoma	0.993664067	PA_CORT	0.993664067	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA ST	0.987
BS_4N94MKB6	206430120135_R07C01	Paediatric-Type Diffuse High-Grade Gliomas	0.993433183	Paediatric-Type Diffuse High-Grade Gliomas	0.99318768	Diffuse Paediatric-Type High Grade Glioma, RTK1 Subtype	0.992114101	pedHGG_RTK1A	0.987413131	Pediatric-type high-grade gliomas	0.981	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.971	pedHGG RTK1A	0.962
BS_75H9VE5T	205624900172_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999981246	Diffuse Midline Glioma, H3k27-Altered	0.999981211	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999981184	DMG_K27	0.999981184	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.987
BS_TT0R88ZT	205657380102_R03C01	Meningioma	0.957843746	Meningioma	0.957843746	Meningioma, Benign	0.764036348	MNG_BEN_3	0.758653467	Meningioma	0.985	Meningioma, benign	0.979	MNG BEN 3	0.967
BS_PDPN598X	206390560049_R06C01	Medulloblastoma	0.999958296	Medulloblastoma Non-WNT/Non-SHH Activated	0.999951141	Medulloblastoma Group 3	0.99994293	MB_G34_II	0.998790261	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.989	MB G3 II	0.988
BS_H2TZE6ZA	205624900117_R02C01	Paediatric-Type Diffuse High-Grade Gliomas	0.990879797	Paediatric-Type Diffuse High-Grade Gliomas	0.990752529	Diffuse Paediatric-Type High Grade Glioma, MYCN Subtype	0.990001318	pedHGG_MYCN	0.990001318	Pediatric-type high-grade gliomas	0.986	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.984	pedHGG MYCN	0.983
BS_9B41DFBH	206402350056_R03C01	Medulloblastoma	0.671460505	Medulloblastoma, SHH-Activated	0.616427959	Medulloblastoma, SHH-Activated, Subtype 2	0.546067394	MB_SHH_2	0.546067394	Low-grade glial/glioneuronal tumors	0.196	Pilocytic astrocytoma	0.196	PA PF VAR	0.195
BS_6RMVE3AM	206390560103_R02C01	Control Tissues	0.60832515	Control Brain Tissues	0.603914102	Control Tissue, Hemispheric Cortex	0.598450269	CTRL_HEMI	0.598450269	Low-grade glial/glioneuronal tumors	0.98	Ganglioglioma	0.972	GG	0.972
BS_QWM1BP7G	205624900173_R08C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999965639	Diffuse Midline Glioma, H3k27-Altered	0.999965579	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999965571	DMG_K27	0.999965571	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.987
BS_BE2W4AZS	205707890153_R03C01	Ependymal Tumours	0.99924961	Posterior Fossa Ependymoma Group B \& Posterior Fossa Subependymoma	0.993819365	Posterior Fossa Ependymoma Group B	0.99381673	EPN_PFB_5	0.993647583	Ependymal tumors	0.989	Posterior fossa group B (PFB) ependymoma	0.985	EPN PFB 5	0.984
BS_FM94M3PS	206430120155_R01C01	Medulloblastoma	0.99923423200000006	Medulloblastoma, SHH-Activated	0.999051734	Medulloblastoma, SHH-Activated, Subtype 3	0.51622319	MB_SHH_3	0.51622319	Medulloblastoma	0.991	Medulloblastoma, SHH-activated	0.989	MB SHH 3	0.988
